DATE,HIGH_TEMP_F,LOW_TEMP__F,AVG_DAILY_TEMP_ALL_HOURS__F,AVG_DAILY_TEMP_XN_F,NORMAL_HIGH_TEMP__F,NORMAL_LOW_TEMP__F,NORMAL_AVG_DAILY_TEMP_ALL_HOURS__F,NORMAL_AVG_DAILY_TEMP_XN__F,DFN_HIGH_TEMP__F,DFN_LOW_TEMP__F,DFN_AVG_DAILY_TEMP_ALL_HOURS__F,DFN_AVG_DAILY_TEMP_XN__F,WARMEST_WINDCHILL_TEMP__F,COLDEST_WINDCHILL_TEMP__F,AVG_DAILY_WINDCHILL_TEMP_ALL_HOURS__F,MAXIMUM_WIND_CHILL_ENERGY__WMEXP2_ALL_HOURS,MINIMUM_WIND_CHILL_ENERGY__WMEXP2_ALL_HOURS,DAILY_AVG_WIND_CHILL_ENERGY__WMEXP2_ALL_HOURS,EXT_MAX__WARM,EXT_MAX__WARM_DATE,EXT_MAX__COLD,EXT_MAX__COLD_DATE,EXT_MIN__WARM,EXT_MIN__WARM_DATE,EXT_MIN__COLD,EXT_MIN__COLD_DATE,NORMAL_HIGHEST_DEW_POINT_TEMP__F,NORMAL_LOWEST_DEW_POINT_TEMP__F,NORMAL_AVG_DAILY_DEW_POINT_TEMP_ALL_HOURS__F,NORMAL_HIGHEST_RELATIVE_HUMIDITY_%,NORMAL_LOWEST_RELATIVE_HUMIDITY_%,NORMAL_AVG_DAILY_RELATIVE_HUMIDITY_ALL_HOURS_%,NORMAL_HIGHEST_WET_BULB_TEMP__F,NORMAL_LOWEST_WET_BULB_TEMP__F,NORMAL_AVG_DAILY_WET_BULB_TEMP_ALL_HOURS__F,HEATING_DEGREE_DAYS_XN__BASE_OF_65_F,NORMAL_HEATING_DEGREE_DAYS_XN__BASE_OF_65_F,DEPART_NORMAL__HDDS_FROM_XN__BASE_OF_65_F,HEATING_DEGREE_DAYS_ALL_HOURS__BASE_OF_65_F,NORMAL_HDDS_ALL_HOURS__BASE_OF_65_F,DEPART_NORMAL__HDDS_ALL_HOURS__BASE_OF_65_F,COOLING_DEGREE_DAYS_XN__BASE_OF_65_F,NORMAL_COOLING_DEGREE_DAYS_XN__BASE_OF_65_F,DEPART_NORMAL__CDDS_FROM_XN__BASE_OF_65_F,COOLING_DEGREE_DAYS_ALL_HOURS__BASE_OF_65_F,NORMAL_CDDS_ALL_HOURS__BASE_OF_65_F,DEPART_NORMAL__CDDS_ALL_HOURS__BASE_OF_65_F,EFFECTIVE_DEGREE_DAYS_XN__BASE_OF_65_F,NORMAL_EFFECTIVE_DEGREE_DAYS_XN__BASE_OF_65_F,DEPART_NORMAL__EDDS_FROM_XN__BASE_OF_65_F,EFFECTIVE_DEGREE_DAYS_ALL_HOURS__BASE_OF_65_F,NORMAL_EDDS_ALL_HOURS__BASE_OF_65_F,DEPART_NORMAL__EDDS_ALL_HOURS__BASE_OF_65_F,GROWING_DEGREE_DAYS_XN__BASE_OF_50_F,NORMAL_GROWING_DEGREE_DAYS_XN__BASE_OF_50_F,GROWING_DEGREE_DAYS_ALL_HOURS__BASE_OF_50_F,NORMAL_GROWING_DEGREE_DAYS_ALL_HOURS__BASE_OF_50_F,AVG_DAILY_SOIL_TEMP_WBI_CALC__F,HIGHEST_SUSTAIN_SPEED__MPH,LOWEST_SUSTAIN_SPEED__MPH,AVG_DAILY_WIND_SPEED_ALL_HOURS_MPH,PREDOMINATE_WIND_DIR__DEG,NORMAL_AVG_DAILY_WIND_SPEED_ALL_HOURS_MPH,AVG_DAILY_CLOUD_COVER_ALL_HOURS_%,MAXIMUM_SOLAR_RADIANCE__WMEXP2,MINIMUM_SOLAR_RADIANCE__WMEXP2,AVG_SOLAR_RADIANCE__WMEXP2,MAXIMUM_SOLAR_RADIANCE__FTCANDLES,MINIMUM_SOLAR_RADIANCE__FTCANDLES,AVG_SOLAR_RADIANCE__FTCANDLES,TOTAL_MINUTES_OF_SUNSHINE_CALCULATED,TOT_MIN_OF_SUNSHINE_POSSIBLE_ON_CLOUDFREE_DAY,PERCENT_OF_SUNSHINE_POSSIBLE_CALCTOTAL_POSSIBLE,NORMAL_TOTAL_DAILY_WATER_EQUIVALENT_INCHES,SNOWFALL__WBI_CALCULATED;_SUM_OF_ALL_HOURS,AVG_POPS_ON_FCST_DATA__OR__%_OF_DAY_WITH_PRECIP,OBSERVED_DAILY_WATER_EQUIVALENT_INCHES,STATION_CODES,WBI_24_LETTER_CODE_ALL_HOURS_CODES
2006-11-25,46.0,34.0,39.4,39.9,46.0,33.1,38.3,39.6,0.0,0.9,1.1,0.4,44.1,29.8,36.5,960,275,688,68.0,1998,18.0,1985,51.6,1999,3.9,1993,37.0,30.9,34.9,97,71,88,42.1,32.2,36.7,25.0,25.4,-0.4,25.6,26.6,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,26.5,26.8,-0.4,27.0,28.1,-1.1,0.0,0.0,0.0,0.0,32.0,13.0,0.0,5.4,291,8.9,68,726,0,180,5296,0,1314,340,543,63,0.15,0.0,25,0.05,17,4
2006-11-26,39.0,32.0,34.5,35.6,45.0,33.1,37.8,39.0,-5.9,-1.1,-3.2,-3.4,35.1,22.8,31.8,1152,328,706,63.0,1947,25.0,1993,46.0,1950,5.0,1993,37.0,30.9,34.7,100,74,90,41.4,32.2,36.5,29.3,25.9,3.4,30.4,27.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,30.6,27.0,3.6,31.7,28.3,3.4,0.0,0.0,0.0,0.0,32.0,22.0,0.0,4.3,2,8.9,86,157,0,47,1147,0,346,0,541,0,0.15,0.8,12,0.36,17,11
2006-11-27,39.9,28.0,33.8,34.0,45.0,33.1,37.8,39.0,-5.0,-5.0,-4.0,-5.0,37.0,24.8,30.4,1072,316,729,66.0,1949,24.1,1985,44.1,1949,10.9,1936,37.0,32.0,34.9,100,71,90,41.4,32.7,36.3,31.0,25.9,5.0,31.1,27.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,27.0,5.4,32.6,28.4,4.1,0.0,0.0,0.0,0.0,32.0,13.0,0.0,4.5,297,8.9,71,692,0,113,5053,0,822,183,539,34,0.15,0.4,70,0.05,17,4
2006-11-28,28.9,19.9,25.2,24.4,45.0,32.0,37.2,38.5,-16.0,-12.1,-12.1,-14.0,27.0,14.7,20.7,1244,375,807,66.0,1995,17.1,1985,43.0,1977,10.0,1931,37.0,30.9,34.5,100,71,91,41.0,31.6,36.0,40.5,26.5,14.0,39.8,27.7,12.1,0.0,0.0,0.0,0.0,0.0,0.0,42.3,27.5,14.8,41.6,29.0,12.6,0.0,0.0,0.0,0.0,32.0,13.0,0.0,4.3,105,9.1,79,249,0,53,1817,0,391,18,538,3,0.15,0.1,25,0.01,17,4
2006-11-29,27.0,25.0,25.5,25.9,44.1,32.0,36.9,38.1,-17.1,-7.0,-11.3,-12.2,26.1,14.9,20.5,1244,380,869,62.1,1995,16.0,1985,53.1,1995,12.0,1985,36.0,30.9,34.3,100,73,92,40.5,31.6,35.8,39.1,26.8,12.2,39.4,28.1,11.3,0.0,0.0,0.0,0.0,0.0,0.0,41.2,28.3,13.0,41.6,29.5,12.1,0.0,0.0,0.0,0.0,32.0,13.0,0.0,5.3,97,9.2,100,157,0,47,1147,0,346,0,538,0,0.15,0.0,0,0.0,17,4
2006-11-30,43.0,24.1,32.4,33.4,44.1,32.0,36.9,38.1,-1.1,-7.9,-4.5,-4.7,41.0,20.1,31.5,973,293,580,62.1,1994,17.1,1931,48.9,1995,12.9,1931,36.0,30.9,34.2,100,73,91,40.5,31.6,35.6,31.5,26.8,4.7,32.6,28.1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,32.2,27.4,4.9,33.3,28.6,4.7,0.0,0.0,0.0,0.0,32.0,8.0,0.0,2.2,2,9.2,83,662,0,98,4830,0,713,132,535,25,0.14,0.2,29,0.02,17,4
2006-12-01,48.9,28.9,39.6,38.8,44.1,32.0,36.9,38.1,4.9,-3.1,2.7,0.7,46.9,28.9,36.9,899,281,628,64.9,1975,16.0,1985,55.0,1975,10.0,1985,36.0,30.9,34.2,100,73,91,40.5,31.6,35.6,26.1,26.8,-0.7,25.4,28.1,-2.7,0.0,0.0,0.0,0.0,0.0,0.0,27.4,28.1,-0.7,26.6,29.3,-2.7,0.0,0.0,0.0,0.0,32.0,15.0,0.0,4.8,2,9.2,1,786,0,236,5736,0,1721,531,534,99,0.14,0.0,0,0.0,17,0
2006-12-02,34.0,28.9,31.1,31.5,44.1,32.0,36.9,38.1,-10.1,-3.1,-5.8,-6.7,33.1,19.4,24.1,1190,352,993,64.0,1975,18.0,1985,54.0,1975,10.0,1985,36.0,30.9,34.0,100,73,90,40.5,31.6,35.6,33.5,26.8,6.7,33.8,28.1,5.8,0.0,0.0,0.0,0.0,0.0,0.0,36.4,29.2,7.2,36.9,30.6,6.3,0.0,0.0,0.0,0.0,32.0,14.0,0.0,8.8,88,9.2,96,505,0,63,3684,0,457,46,532,9,0.14,0.0,0,0.0,17,4
2006-12-03,30.9,28.0,28.8,29.5,43.0,32.0,36.5,37.4,-12.1,-4.0,-7.7,-7.9,24.3,16.5,19.6,1249,983,1125,66.0,1982,30.0,1969,50.0,1975,12.9,1985,36.0,30.9,34.0,100,76,91,39.9,31.6,35.4,35.5,27.5,7.9,36.2,28.4,7.7,0.0,0.0,0.0,0.0,0.0,0.0,39.4,30.6,8.8,40.1,31.5,8.6,0.0,0.0,0.0,0.0,32.0,15.0,6.0,10.9,85,9.3,100,157,0,47,1147,0,346,0,530,0,0.14,0.0,0,0.0,17,4
2006-12-04,34.0,28.0,29.5,30.9,43.0,32.0,36.3,37.4,-9.0,-4.0,-6.8,-6.5,33.1,20.7,28.9,1029,339,484,63.0,2007,23.0,1972,42.1,1987,7.0,1972,36.0,30.9,34.0,100,76,92,39.9,31.6,35.2,34.0,27.5,6.5,35.5,28.6,6.8,0.0,0.0,0.0,0.0,0.0,0.0,34.4,27.9,6.5,35.8,29.0,6.8,0.0,0.0,0.0,0.0,32.0,7.0,0.0,1.1,0,9.4,97,206,0,55,1503,0,402,20,529,4,0.14,0.0,0,0.0,17,4
2006-12-05,37.9,28.0,32.9,33.1,43.0,30.9,36.0,37.0,-5.0,-2.9,-3.1,-4.0,37.9,27.1,32.4,896,311,421,59.0,1929,21.0,1972,42.1,1979,7.0,1972,36.0,30.9,34.0,100,76,93,39.9,30.9,35.1,31.9,27.9,4.0,32.0,29.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,32.0,28.1,4.0,32.2,29.2,3.1,0.0,0.0,0.0,0.0,32.0,6.0,0.0,0.7,0,9.3,87,400,0,69,2919,0,502,46,528,9,0.14,0.0,0,0.0,17,3
2006-12-06,35.1,30.9,33.8,33.1,43.0,30.9,36.0,37.0,-7.9,0.0,-2.2,-4.0,35.1,27.5,32.4,910,328,556,59.0,1977,21.0,1972,45.0,1979,14.0,1928,36.0,30.9,33.8,100,74,93,39.6,30.9,35.1,31.9,27.9,4.0,31.1,29.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,32.6,28.4,4.1,31.9,29.7,2.2,0.0,0.0,0.0,0.0,32.0,6.0,0.0,2.2,0,9.3,100,157,0,47,1147,0,346,0,527,0,0.14,0.0,0,0.0,17,3
2006-12-07,37.0,33.1,35.4,35.1,42.1,30.9,35.6,36.5,-5.0,2.2,-0.2,-1.4,37.0,30.9,35.1,865,316,450,66.0,1938,17.1,1972,42.1,1988,-4.0,1972,35.1,30.9,33.6,100,76,93,39.0,30.9,34.7,29.9,28.4,1.4,29.5,29.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,30.1,28.6,1.4,29.7,29.5,0.2,0.0,0.0,0.0,0.0,32.0,6.0,0.0,0.9,2,9.1,100,157,0,47,1147,0,346,0,527,0,0.14,0.0,0,0.0,17,3
2006-12-08,36.0,34.0,35.4,34.9,42.1,30.9,35.4,36.5,-6.1,3.1,0.0,-1.6,36.0,28.0,31.6,977,328,812,57.9,1989,6.1,1972,39.0,2004,-9.0,1972,35.1,30.9,33.4,100,76,93,39.0,30.9,34.5,30.1,28.4,1.6,29.5,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,29.9,1.8,31.1,31.1,0.0,0.0,0.0,0.0,0.0,32.0,9.0,0.0,5.3,97,9.1,100,157,0,47,1147,0,346,0,526,0,0.14,0.0,0,0.0,17,4
2006-12-09,37.9,32.0,34.5,34.9,42.1,30.9,35.6,36.5,-4.1,1.1,-1.1,-1.6,37.4,28.6,33.8,932,314,520,61.0,1979,10.9,1972,42.1,2004,-7.1,1972,35.1,30.0,33.3,100,76,92,39.0,30.6,34.5,30.1,28.4,1.6,30.4,29.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,30.4,28.8,1.6,30.8,29.7,1.1,0.0,0.0,0.0,0.0,32.0,6.0,0.0,1.4,0,8.8,97,204,0,55,1488,0,403,16,525,3,0.14,0.0,12,0.15,17,4
2006-12-10,41.0,33.1,36.0,37.0,42.1,30.9,35.6,36.5,-1.1,2.2,0.4,0.5,39.2,28.4,34.9,932,303,513,61.0,1956,8.1,1972,50.0,1967,-9.0,1972,35.1,30.0,33.4,100,76,92,39.0,30.6,34.7,27.9,28.4,-0.5,29.0,29.3,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,28.4,29.0,-0.5,29.5,29.9,-0.4,0.0,0.0,0.0,0.0,32.0,8.0,0.0,1.8,1,8.8,94,279,0,53,2035,0,390,18,524,3,0.14,0.0,12,0.09,17,4
2006-12-11,45.0,33.1,39.0,39.0,42.1,30.9,35.6,36.5,2.9,2.2,3.4,2.5,43.0,34.0,37.4,939,281,560,61.0,1946,10.9,1972,46.9,1946,-8.0,1972,35.1,30.0,33.3,100,76,92,39.0,30.6,34.5,25.9,28.4,-2.5,25.9,29.3,-3.4,0.0,0.0,0.0,0.0,0.0,0.0,26.6,29.3,-2.7,26.6,30.2,-3.6,0.0,0.0,0.0,0.0,32.0,13.0,0.0,3.1,3,8.7,100,157,0,47,1147,0,346,0,523,0,0.14,0.0,54,0.23,17,10
2006-12-12,51.1,41.0,46.8,46.0,42.1,30.9,35.6,36.5,9.0,10.1,11.2,9.5,51.1,39.6,44.1,896,234,593,62.1,1946,14.0,1972,44.1,1956,-2.9,1972,35.1,30.0,33.1,100,76,91,39.0,30.6,34.5,18.9,28.4,-9.5,18.2,29.3,-11.2,0.0,0.0,0.0,0.0,0.0,0.0,20.2,30.4,-10.3,19.4,31.3,-11.9,0.0,0.0,0.0,0.0,32.0,20.0,0.0,6.6,296,8.5,82,673,0,76,4913,0,559,81,522,16,0.14,0.0,33,0.25,17,4
2006-12-13,55.9,41.0,48.2,48.6,42.1,30.9,35.6,36.5,13.9,10.1,12.6,12.1,50.2,36.3,44.6,873,283,702,59.0,1988,12.0,1972,44.8,1998,-4.0,1972,35.1,30.0,32.7,96,73,90,38.7,30.6,34.5,16.4,28.4,-12.1,16.7,29.3,-12.6,0.0,0.0,0.0,0.0,0.0,0.0,18.0,31.3,-13.3,18.4,32.2,-13.9,0.0,0.0,0.0,0.0,32.0,20.0,0.0,9.8,295,8.5,99,157,0,47,1147,0,346,1,522,0,0.14,0.0,70,0.51,17,10
2006-12-14,55.9,42.1,44.4,48.9,41.0,30.9,35.1,36.0,14.9,11.2,9.4,13.0,50.0,37.0,42.6,1056,264,536,59.0,1979,16.0,1972,45.0,1979,1.0,1932,34.0,30.0,32.5,97,76,91,38.1,30.6,34.0,16.0,29.0,-13.0,20.5,29.9,-9.4,0.0,0.0,0.0,0.0,0.0,0.0,16.9,30.6,-13.7,21.6,31.5,-9.9,0.0,0.0,0.0,0.0,32.0,37.0,0.0,5.5,0,8.4,92,157,0,47,1147,0,346,0,522,0,0.14,0.0,16,0.94,17,10
2006-12-15,50.0,28.0,38.7,39.0,41.0,30.0,34.7,35.6,9.0,-2.0,4.0,3.4,41.4,23.2,32.4,1101,311,870,64.0,1959,15.1,1931,43.0,1959,0.0,1931,34.0,30.0,32.2,100,74,91,38.1,30.0,33.6,25.9,29.3,-3.4,26.3,30.2,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,32.6,-3.8,29.2,33.7,-4.5,0.0,0.0,0.0,0.0,32.0,36.0,0.0,11.1,261,8.6,51,701,0,128,5119,0,937,204,521,39,0.14,0.0,58,0.21,17,10
2006-12-16,37.9,25.0,30.6,31.5,41.0,30.0,34.7,35.6,-3.1,-5.0,-4.1,-4.1,36.0,22.6,29.1,975,322,615,60.3,1999,18.0,1931,48.2,1999,0.0,1964,33.1,28.9,31.5,96,74,89,37.8,29.7,33.3,33.5,29.3,4.1,34.4,30.2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,34.2,30.1,4.1,35.3,31.0,4.3,0.0,0.0,0.0,0.0,32.0,8.0,0.0,2.4,0,8.6,78,157,0,49,1147,0,358,4,520,1,0.14,0.0,0,0.0,17,4
2006-12-17,37.0,21.9,28.2,29.5,41.0,30.0,34.7,35.6,-4.0,-8.1,-6.5,-6.1,37.0,16.5,27.3,1019,316,536,62.1,1933,6.1,1964,44.1,1962,-0.9,1964,33.1,28.9,31.3,96,70,89,37.8,29.7,33.3,35.5,29.3,6.1,36.7,30.2,6.5,0.0,0.0,0.0,0.0,0.0,0.0,36.0,29.7,6.3,37.3,30.6,6.7,0.0,0.0,0.0,0.0,32.0,7.0,0.0,1.3,0,8.6,28,786,0,170,5736,0,1243,299,521,57,0.14,0.0,0,0.0,17,0
2006-12-18,30.0,21.9,28.2,25.9,41.0,30.0,34.7,35.6,-11.0,-8.1,-6.5,-9.7,30.0,20.3,27.5,1015,357,516,57.9,1936,10.0,1964,43.0,1994,3.0,1964,32.0,28.9,31.1,96,70,88,37.2,29.7,33.3,39.1,29.3,9.7,36.7,30.2,6.5,0.0,0.0,0.0,0.0,0.0,0.0,39.6,29.7,9.9,37.3,30.6,6.7,0.0,0.0,0.0,0.0,32.0,7.0,0.0,1.3,2,8.6,96,157,0,47,1147,0,346,0,520,0,0.14,0.0,0,0.0,17,4
2006-12-19,30.0,27.0,28.8,28.4,41.0,30.0,34.7,35.6,-11.0,-3.1,-5.9,-7.2,28.9,18.9,25.7,1165,363,723,57.9,1946,16.0,1964,46.0,1941,7.0,1984,32.0,28.9,30.6,96,70,86,37.2,29.7,33.1,36.5,29.3,7.2,36.2,30.2,5.9,0.0,0.0,0.0,0.0,0.0,0.0,38.0,30.4,7.6,37.6,31.3,6.3,0.0,0.0,0.0,0.0,32.0,12.0,0.0,3.9,0,8.7,100,157,0,47,1147,0,346,0,521,0,0.14,0.0,0,0.0,17,4
2006-12-20,30.9,28.9,29.7,29.8,41.0,30.0,34.7,35.6,-10.1,-1.1,-5.0,-5.8,30.0,20.3,25.3,1145,357,798,62.1,1974,15.1,1990,43.0,1994,0.0,1990,32.0,28.9,30.6,96,67,86,36.9,29.7,32.9,35.1,29.3,5.8,35.3,30.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7,30.6,6.1,36.9,31.7,5.2,0.0,0.0,0.0,0.0,32.0,12.0,0.0,4.6,95,8.9,100,157,0,47,1147,0,346,0,520,0,0.14,0.0,4,0.0,17,4
2006-12-21,39.0,26.1,31.1,32.5,41.0,30.0,34.5,35.6,-2.0,-4.0,-3.4,-3.1,39.0,25.0,30.9,912,304,427,66.0,1933,12.9,1990,54.0,1933,-5.1,1990,30.9,28.9,30.4,96,67,85,36.9,29.7,32.9,32.4,29.3,3.1,33.8,30.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0,32.6,29.5,3.1,34.0,30.6,3.4,0.0,0.0,0.0,0.0,32.0,5.0,0.0,0.4,0,8.9,40,786,0,237,5736,0,1729,506,521,97,0.14,0.4,29,0.04,17,0
2006-12-22,46.0,27.0,36.1,36.5,41.0,30.0,34.5,35.6,5.0,-3.1,1.6,0.9,45.0,25.9,32.7,1023,270,749,61.0,1980,12.0,1990,51.1,1933,-4.0,1990,30.9,28.9,30.2,96,67,85,36.9,29.7,32.7,28.4,29.3,-0.9,28.8,30.4,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,29.7,30.8,-1.1,30.2,31.9,-1.6,0.0,0.0,0.0,0.0,32.0,10.0,0.0,4.7,65,8.9,58,786,0,158,5736,0,1153,327,522,63,0.14,0.0,0,0.0,17,8
2006-12-23,44.1,30.9,34.9,37.4,41.0,30.0,34.5,35.6,3.1,0.9,0.4,1.8,37.9,27.1,32.7,933,311,619,55.9,1950,8.1,1983,45.0,1950,-2.9,1990,30.9,28.9,30.2,96,67,85,36.9,29.7,32.7,27.5,29.3,-1.8,30.1,30.4,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,28.4,30.2,-1.8,31.0,31.3,-0.4,0.0,0.0,0.0,0.0,32.0,9.0,0.0,3.0,1,9.0,65,734,0,106,5357,0,772,146,521,28,0.14,0.3,8,0.38,17,4
2006-12-24,37.0,28.0,33.4,32.5,41.0,30.0,34.7,35.6,-4.0,-2.0,-1.3,-3.1,36.0,22.6,31.8,975,322,621,57.0,1933,14.0,1983,43.0,1950,0.0,1990,30.9,28.9,30.0,96,67,84,36.9,29.7,32.7,32.4,29.3,3.1,31.5,30.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,33.3,30.2,3.1,32.4,31.1,1.3,0.0,0.0,0.0,0.0,32.0,8.0,0.0,2.9,2,8.9,96,157,0,47,1147,0,346,0,522,0,0.14,0.0,21,0.08,17,4
2006-12-25,39.9,34.0,37.0,37.0,41.0,30.0,34.7,35.6,-1.1,4.0,2.3,1.4,39.9,29.5,36.3,865,299,448,62.1,1967,21.9,1983,43.0,1980,12.0,1983,30.9,28.9,30.0,96,67,84,36.9,29.7,32.7,27.9,29.3,-1.4,27.9,30.2,-2.3,0.0,0.0,0.0,0.0,0.0,0.0,28.3,29.7,-1.4,28.3,30.6,-2.3,0.0,0.0,0.0,0.0,32.0,6.0,0.0,1.2,0,9.0,98,194,0,49,1416,0,359,5,523,1,0.14,0.0,54,0.17,17,10
2006-12-26,39.0,35.1,37.2,37.0,41.0,30.0,34.7,35.6,-2.0,5.0,2.5,1.4,39.0,31.6,36.5,849,311,490,60.1,1967,21.9,1983,55.9,1967,6.1,1983,30.9,28.9,29.8,96,65,84,36.5,29.7,32.7,27.9,29.3,-1.4,27.7,30.2,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,28.4,29.9,-1.4,28.1,30.8,-2.7,0.0,0.0,0.0,0.0,32.0,6.0,0.0,1.6,0,9.1,100,157,0,47,1147,0,346,0,522,0,0.14,0.0,54,0.51,17,10
2006-12-27,45.0,36.0,40.8,40.5,41.0,30.0,34.7,35.6,4.0,5.9,6.1,4.9,43.0,31.3,35.8,1058,316,792,59.0,1980,24.1,1985,53.1,1967,5.0,1983,30.9,28.9,30.0,96,65,84,36.5,29.7,32.7,24.5,29.3,-4.9,24.1,30.2,-6.1,0.0,0.0,0.0,0.0,0.0,0.0,27.0,32.4,-5.4,26.6,33.5,-6.8,0.0,0.0,0.0,0.0,32.0,29.0,0.0,10.6,292,9.1,45,786,0,194,5735,0,1415,365,523,70,0.14,0.0,0,0.0,17,4
2006-12-28,44.1,26.1,35.2,35.1,41.0,30.0,34.7,35.6,3.1,-4.0,0.5,-0.5,41.0,24.8,31.8,977,293,693,62.1,1937,24.1,1985,46.0,1937,3.9,1983,30.9,28.9,29.8,96,65,84,36.5,29.7,32.7,29.9,29.3,0.5,29.7,30.2,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,31.3,30.8,0.5,31.1,31.9,-0.7,0.0,0.0,0.0,0.0,32.0,14.0,0.0,5.1,0,9.1,23,786,0,221,5734,0,1614,472,524,90,0.14,0.0,0,0.0,17,8
2006-12-29,36.0,23.0,30.7,29.5,41.0,30.0,34.7,35.6,-5.0,-7.0,-4.0,-6.1,36.0,18.9,30.2,989,322,491,63.0,1998,10.9,1968,43.9,1998,-2.0,1990,30.9,28.9,29.8,96,65,84,36.5,29.7,32.7,35.5,29.3,6.1,34.2,30.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8,29.7,6.1,34.6,30.6,4.0,0.0,0.0,0.0,0.0,32.0,5.0,0.0,0.9,0,9.1,86,690,0,95,5035,0,697,118,525,22,0.14,0.0,0,0.0,17,4
2006-12-30,33.1,24.1,30.9,28.6,41.0,30.0,34.7,35.6,-7.9,-5.9,-3.8,-7.0,32.0,17.8,27.9,1030,345,681,61.0,1958,1.9,1968,39.9,1980,-0.9,1968,30.9,28.9,29.8,96,65,83,36.5,29.7,32.7,36.4,29.3,7.0,34.0,30.2,3.8,0.0,0.0,0.0,0.0,0.0,0.0,37.6,30.2,7.4,35.1,31.3,3.8,0.0,0.0,0.0,0.0,32.0,9.0,0.0,3.4,0,9.2,82,587,0,78,4286,0,572,129,525,25,0.14,0.0,0,0.0,17,4
2006-12-31,34.0,30.9,32.5,32.4,41.0,30.0,34.5,35.6,-7.0,0.9,-2.0,-3.2,34.0,27.1,32.4,885,334,398,57.9,1946,10.0,1979,45.0,1981,-6.0,1979,30.0,28.9,29.8,96,65,84,36.5,29.7,32.5,32.6,29.3,3.2,32.4,30.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8,29.5,3.2,32.6,30.6,2.0,0.0,0.0,0.0,0.0,32.0,5.0,0.0,0.4,0,9.3,100,157,0,47,1147,0,345,0,526,0,0.14,0.0,0,0.0,17,4
2007-01-01,35.1,30.9,33.1,33.1,41.0,30.0,34.7,35.6,-5.9,0.9,-1.6,-2.5,35.1,27.1,32.2,885,328,492,57.9,1946,10.0,1979,45.0,1981,-6.0,1979,30.0,28.9,29.8,96,65,83,36.5,29.7,32.7,31.9,29.3,2.5,31.9,30.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,32.2,29.7,2.5,32.2,30.6,1.6,0.0,0.0,0.0,0.0,41.2,5.0,0.0,1.3,0,9.1,98,218,0,50,1594,0,366,7,527,1,0.14,0.0,8,0.0,17,4
2007-01-02,44.1,28.0,37.0,36.0,41.0,30.0,34.7,35.6,3.1,-2.0,2.3,0.4,43.0,27.1,36.7,885,281,479,60.1,1996,19.9,1979,44.1,1981,6.1,1947,30.0,28.9,29.5,96,62,82,36.5,29.7,32.7,29.0,29.3,-0.4,27.9,30.2,-2.3,0.0,0.0,0.0,0.0,0.0,0.0,29.5,29.9,-0.4,28.3,30.8,-2.5,0.0,0.0,0.0,0.0,42.6,8.0,0.0,1.6,1,9.3,96,283,0,62,2064,0,453,37,528,7,0.14,0.0,45,0.31,17,10
2007-01-03,48.0,35.1,43.2,41.5,41.0,30.0,34.7,35.6,7.0,5.0,8.5,5.9,48.0,32.2,41.9,851,252,443,59.0,1983,16.0,1974,42.1,2003,-2.0,1942,30.0,28.0,29.1,96,62,81,36.1,29.3,32.5,23.4,29.3,-5.9,21.8,30.2,-8.5,0.0,0.0,0.0,0.0,0.0,0.0,23.8,29.9,-6.1,22.1,30.8,-8.6,0.0,0.0,0.0,0.0,44.6,9.0,0.0,1.7,0,9.3,79,552,0,89,4027,0,648,107,529,20,0.14,0.0,78,0.77,17,10
2007-01-04,46.0,33.1,37.6,39.6,41.0,30.0,34.7,35.6,5.0,3.1,2.9,4.0,39.7,27.5,33.1,1140,316,754,57.9,2001,10.9,2004,42.1,1933,-6.0,1942,30.0,28.0,28.9,92,62,80,36.1,29.3,32.5,25.4,29.3,-4.0,27.4,30.2,-2.9,0.0,0.0,0.0,0.0,0.0,0.0,27.2,31.3,-4.1,29.2,32.4,-3.2,0.0,0.0,0.0,0.0,47.1,21.0,0.0,6.9,296,9.4,46,692,0,128,5051,0,936,206,530,39,0.14,0.0,16,0.02,17,4
